,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
8465,2035,2010,SAN JUAN VALLEY,1807329PD,1222.505797,579,26,1216.24
8466,2010,2010,SAN JUAN VALLEY,1807329PD,1334,579,26,1334
8467,2030,2010,SAN JUAN VALLEY,1807329PD,1341,579,26,1341
8468,2025,2010,SAN JUAN VALLEY,1807329PD,1359,579,26,1359
8469,2020,2010,SAN JUAN VALLEY,1807329PD,1377,579,26,1377
8470,2015,2010,SAN JUAN VALLEY,1807329PD,1396,579,26,1396
8471,2035,2010,SAN JUAN VALLEY,1807329BDSL,3109.899391,579,0,3093.96
8472,2015,2010,SAN JUAN VALLEY,1807329BDSL,3363,579,0,3363
8473,2020,2010,SAN JUAN VALLEY,1807329BDSL,3363,579,0,3363
8474,2025,2010,SAN JUAN VALLEY,1807329BDSL,3363,579,0,3363
8475,2030,2010,SAN JUAN VALLEY,1807329BDSL,3363,579,0,3363
8476,2015,2010,TEMECULA VALLEY,1807277PD,10894.00432,701,181.75,10865
8477,2020,2010,TEMECULA VALLEY,1807277PD,11005.78948,701,181.75,10865
8478,2025,2010,TEMECULA VALLEY,1807277PD,11110.89251,701,181.75,10865
8479,2030,2010,TEMECULA VALLEY,1807277PD,11199.22147,701,181.75,11130
8480,2035,2010,TEMECULA VALLEY,1807277PD,11281.27254,701,181.75,11130
8481,2010,2010,TEMECULA VALLEY,1807277PD,11869.23834,701,181.75,11786.88
8482,2010,2010,SAN LUIS REY VALLEY,1807273PD,1203.868797,579,337.5,1068.85
8483,2020,2010,SAN LUIS REY VALLEY,1807273PD,1594.004718,579,337.5,1348.5
8484,2015,2010,SAN LUIS REY VALLEY,1807273PD,2780.918071,579,337.5,2660.4
8485,2025,2010,SAN LUIS REY VALLEY,1807273PD,3245.996558,579,337.5,3236.4
8486,2030,2010,SAN LUIS REY VALLEY,1807273PD,3482.00593,579,337.5,3236.4
8487,2010,2010,SAN LUIS REY VALLEY,1807239PD,3769.589245,0,511,3742.2
8488,2035,2010,SAN LUIS REY VALLEY,1807273PD,3779.765305,579,337.5,3775.8
8489,2030,2010,SAN LUIS REY VALLEY,1807239PD,4248.383313,0,511,4218
8490,2035,2010,SAN LUIS REY VALLEY,1807239PD,4251.216264,0,511,4218
8491,2025,2010,SAN LUIS REY VALLEY,1807239PD,4351.04328,0,511,4332
8492,2020,2010,SAN LUIS REY VALLEY,1807239PD,4445.67954,0,511,4389
8493,2015,2010,SAN LUIS REY VALLEY,1807239PD,4634.757876,0,511,4617
8494,2015,2010,GW1807-9-10,1807307BDSL,1006.978082,579,0,894.6
8495,2020,2010,GW1807-9-10,1807307BDSL,1998.046977,579,0,1764
8496,2025,2010,GW1807-9-10,1807307BDSL,2891.78468,579,0,2584.4
8497,2030,2010,GW1807-9-10,1807307BDSL,3784.263324,579,0,3379.6
8498,2035,2010,GW1807-9-10,1807307BDSL,4676.875131,579,0,4174.8
8499,2020,2010,GW1807-9-14,1807307BDSL,1395.461381,579,0,1232
8500,2025,2010,GW1807-9-14,1807307BDSL,1398.225559,579,0,1249.6
8501,2030,2010,GW1807-9-14,1807307BDSL,1399.223414,579,0,1249.6
8502,2035,2010,GW1807-9-14,1807307BDSL,1399.880992,579,0,1249.6
8503,2010,2010,EL CAJON VALLEY,1807149PD,123.581464,579,26,122.55
8504,2020,2010,EL CAJON VALLEY,1807149PD,143.2383998,579,26,142.5
8505,2025,2010,EL CAJON VALLEY,1807149PD,143.3340371,579,26,142.5
8506,2030,2010,EL CAJON VALLEY,1807149PD,143.4828311,579,26,142.5
8507,2035,2010,EL CAJON VALLEY,1807149PD,143.6250714,579,26,142.5
8508,2015,2010,EL CAJON VALLEY,1807149PD,143.7029278,579,26,142.5
8509,2010,2010,GW1808001,1808001PD,68.74984709,177,26,68.74984709
8510,2015,2010,GW1808001,1808001PD,90.56776737,177,26,90.56776737
8511,2020,2010,GW1808001,1808001PD,137.9005324,177,26,137.9005324
8512,2025,2010,GW1808001,1808001PD,180.9249913,177,26,180.9249913
8513,2030,2010,GW1808001,1808001PD,230.5459591,177,26,230.5459591
8514,2035,2010,GW1808001,1808001PD,400.1907041,177,26,400.1907041
8515,2010,2010,GW1808011,Truckee-Donner Public Utilities District,604,177,0,604
8516,2025,2010,GW1808011,Truckee-Donner Public Utilities District,738,177,0,738
8517,2030,2010,GW1808011,Truckee-Donner Public Utilities District,738,177,0,738
8518,2035,2010,GW1808011,Truckee-Donner Public Utilities District,738,177,0,738
8519,2015,2010,GW1808011,Truckee-Donner Public Utilities District,739,177,0,739
8520,2020,2010,GW1808011,Truckee-Donner Public Utilities District,739,177,0,739
8521,2010,2010,GW1808011,1808011PD,5071,177,26,5071
8522,2015,2010,GW1808011,1808011PD,7125,177,26,6978.3
8523,2020,2010,GW1808011,1808011PD,8055,177,26,7908.74
8524,2025,2010,GW1808011,1808011PD,8982,177,26,8839.56
8525,2030,2010,GW1808011,1808011PD,9911,177,26,9770.04
8526,2035,2010,GW1808011,1808011PD,10649,177,26,10467.9
8527,2010,2010,TAHOE VALLEY,TAHOE NORTH,163,0,0,163
8528,2015,2010,TAHOE VALLEY,TAHOE NORTH,195,0,0,195
8529,2020,2010,TAHOE VALLEY,TAHOE NORTH,234.8900842,0,0,232.65
8530,2025,2010,TAHOE VALLEY,TAHOE NORTH,281.8901013,0,0,279.18
8531,2030,2010,TAHOE VALLEY,TAHOE NORTH,338,0,0,338
8532,2035,2010,TAHOE VALLEY,TAHOE NORTH,338,0,0,338
8533,2020,2010,TAHOE VALLEY,TAHOE WEST,832.7640494,0,0,737.55
8534,2025,2010,TAHOE VALLEY,TAHOE WEST,845.7421904,0,0,750.96
8535,2030,2010,TAHOE VALLEY,TAHOE WEST,858.7203314,0,0,750.96
8536,2035,2010,TAHOE VALLEY,TAHOE WEST,858.7203314,0,0,858.24
8537,2015,2010,TAHOE VALLEY,TAHOE WEST,1070.054508,0,0,965.52
8538,2010,2010,TAHOE VALLEY,TAHOE WEST,1088.555258,0,0,978.93
8539,2025,2010,TAHOE VALLEY,TAHOE SOUTH,3799,0,0,3715.92
8540,2030,2010,TAHOE VALLEY,TAHOE SOUTH,3887,0,0,3811.2
8541,2035,2010,TAHOE VALLEY,TAHOE SOUTH,3984,0,0,3906.48
8542,2020,2010,TAHOE VALLEY,TAHOE SOUTH,4153,0,0,4097.04
8543,2015,2010,TAHOE VALLEY,TAHOE SOUTH,4695,0,0,4668.72
8544,2010,2010,TAHOE VALLEY,TAHOE SOUTH,5900,0,0,5812.08
8545,2025,2010,TAHOE SOUTH,1808005PD,3799,177,26,3715.92
8546,2030,2010,TAHOE SOUTH,1808005PD,3887,177,26,3811.2
8547,2035,2010,TAHOE SOUTH,1808005PD,3984,177,26,3906.48
8548,2020,2010,TAHOE SOUTH,1808005PD,4153,177,26,4097.04
8549,2015,2010,TAHOE SOUTH,1808005PD,4695,177,26,4668.72
8550,2010,2010,TAHOE SOUTH,1808005PD,5900,177,26,5812.08
8551,2020,2010,TAHOE WEST,1808009PD,832.7640494,177,26,737.55
8552,2025,2010,TAHOE WEST,1808009PD,845.7421904,177,26,750.96
8553,2030,2010,TAHOE WEST,1808009PD,858.7203314,177,26,750.96
8554,2035,2010,TAHOE WEST,1808009PD,858.7203314,177,26,858.24
8555,2015,2010,TAHOE WEST,1808009PD,1070.054508,177,26,965.52
8556,2010,2010,TAHOE WEST,1808009PD,1088.555258,177,26,978.93
8557,2010,2010,TAHOE NORTH,1808003PD,163,177,26,163
8558,2015,2010,TAHOE NORTH,1808003PD,195,177,26,195
8559,2020,2010,TAHOE NORTH,1808003PD,234.8900842,177,26,232.65
8560,2025,2010,TAHOE NORTH,1808003PD,281.8901013,177,26,279.18
8561,2030,2010,TAHOE NORTH,1808003PD,338,177,26,338
8562,2035,2010,TAHOE NORTH,1808003PD,338,177,26,338
8563,2010,2010,GW1809021,1809021PD,152.5279188,362,26,151.68
8564,2015,2010,GW1809021,1809021PD,175.7988018,362,26,175.5
8565,2020,2010,GW1809021,1809021PD,175.7988018,362,26,175.5
8566,2025,2010,GW1809021,1809021PD,194.6438208,362,26,193.5
8567,2030,2010,GW1809021,1809021PD,199.6222342,362,26,198
8568,2035,2010,GW1809021,1809021PD,204.7220723,362,26,202.5
8569,2010,2010,GW1809025,1809025PD,619.2444679,362,26,616.72
8570,2015,2010,GW1809025,1809025PD,742.9683878,362,26,735.32
8571,2020,2010,GW1809025,1809025PD,866.0674394,362,26,865.78
8572,2025,2010,GW1809025,1809025PD,989.7913593,362,26,984.38
8573,2030,2010,GW1809025,1809025PD,1112.890411,362,26,1102.98
8574,2035,2010,GW1809025,1809025PD,1171.940464,362,26,1162.28
8575,2010,2010,UPPER MOJAVE RIVER VALLEY,1809029PD,2723.316835,362,181.75,2722.51
8576,2015,2010,UPPER MOJAVE RIVER VALLEY,1809029PD,3309,362,181.75,3268.5
8577,2020,2010,UPPER MOJAVE RIVER VALLEY,1809029PD,3644,362,181.75,3603.16
8578,2010,2010,UPPER MOJAVE RIVER VALLEY,1809001PD,3982.818499,362,181.75,3982.818499
8579,2025,2010,UPPER MOJAVE RIVER VALLEY,1809029PD,3985.852625,362,181.75,3965.01
8580,2030,2010,UPPER MOJAVE RIVER VALLEY,1809029PD,4342,362,181.75,4302.72
8581,2035,2010,UPPER MOJAVE RIVER VALLEY,1809029PD,4690,362,181.75,4682.16
8582,2010,2010,UPPER MOJAVE RIVER VALLEY,1809015PD,6257,537,181.75,6200.75
8583,2015,2010,UPPER MOJAVE RIVER VALLEY,1809001PD,6320.668603,362,181.75,6320.668603
8584,2020,2010,UPPER MOJAVE RIVER VALLEY,1809001PD,7854.533721,362,181.75,7854.533721
8585,2015,2010,UPPER MOJAVE RIVER VALLEY,1809015PD,8697,537,181.75,8620.83
8586,2025,2010,UPPER MOJAVE RIVER VALLEY,1809001PD,9131.497318,362,181.75,9131.497318
8587,2020,2010,UPPER MOJAVE RIVER VALLEY,1809015PD,9628,537,181.75,9543.24
8588,2030,2010,UPPER MOJAVE RIVER VALLEY,1809001PD,10407.59471,362,181.75,10407.59471
8589,2025,2010,UPPER MOJAVE RIVER VALLEY,1809015PD,10587,537,181.75,10496.78
8590,2035,2010,UPPER MOJAVE RIVER VALLEY,1809015PD,11214.97099,537,181.75,11180.22
8591,2030,2010,UPPER MOJAVE RIVER VALLEY,1809015PD,11401.71451,537,181.75,11295.48
8592,2035,2010,UPPER MOJAVE RIVER VALLEY,1809001PD,11684.84887,362,181.75,11684.84887
8593,2010,2010,UPPER MOJAVE RIVER VALLEY,1809005PD,13453,636,42,13453
8594,2010,2010,UPPER MOJAVE RIVER VALLEY,1809017PD,13595,362,181.75,13595
8595,2015,2010,UPPER MOJAVE RIVER VALLEY,1809005PD,15057,636,42,15057
8596,2020,2010,UPPER MOJAVE RIVER VALLEY,1809005PD,16410,636,42,16410
8597,2015,2010,UPPER MOJAVE RIVER VALLEY,1809017PD,17100,362,181.75,17100
8598,2020,2010,UPPER MOJAVE RIVER VALLEY,1809017PD,17309,362,181.75,17309
8599,2025,2010,UPPER MOJAVE RIVER VALLEY,1809005PD,18057,636,42,18057
8600,2025,2010,UPPER MOJAVE RIVER VALLEY,1809017PD,18878,362,181.75,18878
8601,2030,2010,UPPER MOJAVE RIVER VALLEY,1809005PD,19702,636,42,19702
8602,2030,2010,UPPER MOJAVE RIVER VALLEY,1809017PD,20448,362,181.75,20448
8603,2010,2010,UPPER MOJAVE RIVER VALLEY,1809039PD,20915,362,181.75,20862.38
8604,2035,2010,UPPER MOJAVE RIVER VALLEY,1809005PD,21349,636,42,21349
8605,2035,2010,UPPER MOJAVE RIVER VALLEY,1809017PD,22017,362,181.75,22017
8606,2015,2010,UPPER MOJAVE RIVER VALLEY,1809039PD,30264,362,181.75,30192.88
8607,2020,2010,UPPER MOJAVE RIVER VALLEY,1809039PD,35082,362,181.75,34730.88
8608,2025,2010,UPPER MOJAVE RIVER VALLEY,1809039PD,40670,362,181.75,40262.4
8609,2030,2010,UPPER MOJAVE RIVER VALLEY,1809039PD,47146,362,181.75,46675.2
8610,2035,2010,UPPER MOJAVE RIVER VALLEY,1809039PD,54655,362,181.75,54109.44
8611,2010,2010,ANTELOPE VALLEY,1809011PD,738.8780488,2641,181.75,735.08
8612,2020,2010,ANTELOPE VALLEY,1809011PD,857.6822917,2641,181.75,856.31
8613,2025,2010,ANTELOPE VALLEY,1809011PD,865.4545455,2641,181.75,856.8
8614,2030,2010,ANTELOPE VALLEY,1809011PD,876.4558824,2641,181.75,876.33
8615,2035,2010,ANTELOPE VALLEY,1809011PD,887.8351823,2641,181.75,878.4
8616,2015,2010,ANTELOPE VALLEY,1809011PD,909.7807757,2641,181.75,900
8617,2015,2010,ANTELOPE VALLEY,1809031PD,1612.903226,362,181.75,1600
8618,2020,2010,ANTELOPE VALLEY,1809031PD,1881.72043,362,181.75,1875
8619,2010,2010,ANTELOPE VALLEY,1809031PD,1900,362,181.75,1900
8620,2025,2010,ANTELOPE VALLEY,1809031PD,2150.537634,362,181.75,2150
8621,2020,2010,ANTELOPE VALLEY,1809033PD,2412.051282,362,181.75,2392
8622,2030,2010,ANTELOPE VALLEY,1809031PD,2419.354839,362,181.75,2400
8623,2015,2010,ANTELOPE VALLEY,1809033PD,2475.238095,362,181.75,2438
8624,2035,2010,ANTELOPE VALLEY,1809031PD,2500,362,181.75,2500
8625,2010,2010,ANTELOPE VALLEY,1809033PD,2718.709677,362,181.75,2716
8626,2025,2010,ANTELOPE VALLEY,1809033PD,2789.487179,362,181.75,2760
8627,2030,2010,ANTELOPE VALLEY,1809033PD,3237.692308,362,181.75,3220
8628,2035,2010,ANTELOPE VALLEY,1809033PD,3750.769231,362,181.75,3726
8629,2010,2010,ANTELOPE VALLEY,1809023PD,7388.888889,362,181.75,7372
8630,2010,2010,ANTELOPE VALLEY,1809027PD,10000,307,190.2,10000
8631,2015,2010,ANTELOPE VALLEY,1809027PD,18600,302.8602151,190.8360215,18600
8632,2015,2010,ANTELOPE VALLEY,1809023PD,19981.50289,362,181.75,19952
8633,2020,2010,ANTELOPE VALLEY,1809027PD,20100,307.2736318,190.1579602,20100
8634,2025,2010,ANTELOPE VALLEY,1809027PD,21100,309.8672986,189.7594787,21100
8635,2020,2010,ANTELOPE VALLEY,1809023PD,23200,362,181.75,23200
8636,2025,2010,ANTELOPE VALLEY,1809023PD,23200,362,181.75,23200
8637,2030,2010,ANTELOPE VALLEY,1809023PD,23200,362,181.75,23200
8638,2035,2010,ANTELOPE VALLEY,1809023PD,23200,362,181.75,23200
8639,2030,2010,ANTELOPE VALLEY,1809027PD,24600,317.2845528,188.6199187,24600
8640,2035,2010,ANTELOPE VALLEY,1809027PD,25600,319.03125,188.3515625,25600
8641,2010,2010,INDIAN WELLS VALLEY,1809019PD,7561,362,181.75,7400
8642,2020,2010,INDIAN WELLS VALLEY,1809019PD,7990,380.1,181.75,7800
8643,2025,2010,INDIAN WELLS VALLEY,1809019PD,8203,389.15,181.75,8200
8644,2030,2010,INDIAN WELLS VALLEY,1809019PD,8416,398.2,181.75,8400
8645,2035,2010,INDIAN WELLS VALLEY,1809019PD,8605,398.2,181.75,8600
8646,2015,2010,INDIAN WELLS VALLEY,1809019PD,8663,371.05,181.75,8600
8647,2015,2010,WARREN VALLEY,1810027PD,698.6339904,476,26,694.98
8648,2020,2010,WARREN VALLEY,1810027PD,765.4398148,476,26,761.31
8649,2025,2010,WARREN VALLEY,1810027PD,843.2299703,476,26,838.53
8650,2030,2010,WARREN VALLEY,1810027PD,899.6931872,476,26,894.96
8651,2035,2010,WARREN VALLEY,1810027PD,977.4892053,476,26,972.18
8652,2010,2010,WARREN VALLEY,1810027PD,1551,476,26,1544.4
8653,2010,2010,WARREN VALLEY,1810019PD,2604.69132,476,26,2571.6
8654,2015,2010,WARREN VALLEY,1810019PD,2945.13261,476,26,2852.07
8655,2020,2010,WARREN VALLEY,1810019PD,3073.097755,476,26,2975.06
8656,2025,2010,WARREN VALLEY,1810019PD,3247.711344,476,26,3098.3
8657,2030,2010,WARREN VALLEY,1810019PD,3402.860202,476,26,3339.7
8658,2035,2010,WARREN VALLEY,1810019PD,3553.711236,476,26,3485.8
8659,2010,2010,COACHELLA VALLEY,SAN GORGONIO PASS,5998.878677,0,0,5940.32
8660,2010,2010,COACHELLA VALLEY,DESERT HOT SPRINGS,8112,0,0,8058.45
8661,2030,2010,COACHELLA VALLEY,SAN GORGONIO PASS,10304,0,0,10304
8662,2035,2010,COACHELLA VALLEY,SAN GORGONIO PASS,10314,0,0,10314
8663,2015,2010,COACHELLA VALLEY,SAN GORGONIO PASS,10875,0,0,10875
8664,2025,2010,COACHELLA VALLEY,SAN GORGONIO PASS,11094,0,0,11094
8665,2020,2010,COACHELLA VALLEY,SAN GORGONIO PASS,11884,0,0,11884
8666,2015,2010,COACHELLA VALLEY,DESERT HOT SPRINGS,13200,0,0,13200
8667,2020,2010,COACHELLA VALLEY,DESERT HOT SPRINGS,15300,0,0,15200
8668,2025,2010,COACHELLA VALLEY,DESERT HOT SPRINGS,17200,0,0,17200
8669,2030,2010,COACHELLA VALLEY,DESERT HOT SPRINGS,19200,0,0,19200
8670,2035,2010,COACHELLA VALLEY,DESERT HOT SPRINGS,21000,0,0,20800
8671,2010,2010,COACHELLA VALLEY,INDIO,143344.0973,0,0,142238
8672,2015,2010,COACHELLA VALLEY,INDIO,155109.879,0,0,153604
8673,2020,2010,COACHELLA VALLEY,INDIO,164194.7833,0,0,162640
8674,2025,2010,COACHELLA VALLEY,INDIO,168985.6549,0,0,167188
8675,2035,2010,COACHELLA VALLEY,INDIO,174699.8067,0,0,172878
8676,2030,2010,COACHELLA VALLEY,INDIO,175741.278,0,0,174118
8677,2010,2010,INDIO,1810011PD,2691,476,181.75,2189.76
8678,2015,2010,INDIO,1810011PD,2884,476,181.75,2374
8679,2020,2010,INDIO,1810011PD,3043,476,181.75,2512
8680,2025,2010,INDIO,1810011PD,3158,476,181.75,2598
8681,2030,2010,INDIO,1810011PD,3266,476,181.75,2670
8682,2035,2010,INDIO,1810011PD,3360,476,181.75,2670
8683,2010,2010,INDIO,1810015PD,16313.09735,476,181.75,16170
8684,2015,2010,INDIO,1810015PD,17297.73913,476,181.75,17182
8685,2025,2010,INDIO,1810025PD,19197,476,181.75,19000
8686,2020,2010,INDIO,1810015PD,19558.57385,476,181.75,19456
8687,2015,2010,INDIO,1810025PD,20000,476,181.75,20000
8688,2020,2010,INDIO,1810025PD,20000,476,181.75,20000
8689,2030,2010,INDIO,1810025PD,20000,476,181.75,20000
8690,2035,2010,INDIO,1810025PD,20000,476,181.75,20000
8691,2010,2010,INDIO,1810025PD,20031,476,181.75,19864.64
8692,2025,2010,INDIO,1810015PD,20855.48173,476,181.75,20790
8693,2030,2010,INDIO,1810015PD,23320.3252,476,181.75,23288
8694,2035,2010,INDIO,1810015PD,26732.30769,476,181.75,26560
8695,2010,2010,INDIO,1810013PD,104309,785,181.75,104013.6
8696,2015,2010,INDIO,1810013PD,114928.1399,785,181.75,114048
8697,2020,2010,INDIO,1810013PD,121593.2095,785,181.75,120672
8698,2035,2010,INDIO,1810013PD,124607.499,785,181.75,123648
8699,2025,2010,INDIO,1810013PD,125775.1731,785,181.75,124800
8700,2030,2010,INDIO,1810013PD,129154.9528,785,181.75,128160
8701,2010,2010,DESERT HOT SPRINGS,1810029PD,8112,476,26,8058.45
8702,2015,2010,DESERT HOT SPRINGS,1810029PD,13200,476,26,13200
8703,2020,2010,DESERT HOT SPRINGS,1810029PD,15300,476,26,15200
8704,2025,2010,DESERT HOT SPRINGS,1810029PD,17200,476,26,17200
8705,2030,2010,DESERT HOT SPRINGS,1810029PD,19200,476,26,19200
8706,2035,2010,DESERT HOT SPRINGS,1810029PD,21000,476,26,20800
8707,2010,2010,SAN GORGONIO PASS,1807323PD,1000,579,26,1000
8708,2030,2010,SAN GORGONIO PASS,1807323PD,2800,579,26,2800
8709,2035,2010,SAN GORGONIO PASS,1807323PD,2800,579,26,2800
8710,2015,2010,SAN GORGONIO PASS,1807323PD,3400,579,26,3400
8711,2025,2010,SAN GORGONIO PASS,1807323PD,3600,579,26,3600
8712,2020,2010,SAN GORGONIO PASS,1807323PD,4400,579,26,4400
8713,2010,2010,SAN GORGONIO PASS,1810001PD,4998.878677,476,26,4940.32
8714,2015,2010,SAN GORGONIO PASS,1810001PD,7475,476,26,7475
8715,2020,2010,SAN GORGONIO PASS,1810001PD,7484,476,26,7484
8716,2025,2010,SAN GORGONIO PASS,1810001PD,7494,476,26,7494
8717,2030,2010,SAN GORGONIO PASS,1810001PD,7504,476,26,7504
8718,2035,2010,SAN GORGONIO PASS,1810001PD,7514,476,26,7514
8719,2010,2010,GW1810-7-22,1810001PD,1068.962211,476,26,1056.44
8720,2015,2010,GW1810-7-22,1810001PD,2514,476,26,2514
8721,2020,2010,GW1810-7-22,1810001PD,2514,476,26,2514
8722,2025,2010,GW1810-7-22,1810001PD,2514,476,26,2514
8723,2030,2010,GW1810-7-22,1810001PD,2514,476,26,2514
8724,2035,2010,GW1810-7-22,1810001PD,2514,476,26,2514
8725,2010,2010,GW1810-7-23,1810001PD,440.2067413,476,26,435.05
8726,2015,2010,GW1810-7-23,1810001PD,1299,476,26,1299
8727,2020,2010,GW1810-7-23,1810001PD,1519,476,26,1519
8728,2025,2010,GW1810-7-23,1810001PD,1762,476,26,1762
8729,2030,2010,GW1810-7-23,1810001PD,2030,476,26,2030
8730,2035,2010,GW1810-7-23,1810001PD,2326,476,26,2326
8731,2010,2010,PALO VERDE VALLEY,1810003PD,3299.0589,476,26,3298.96
8732,2020,2010,PALO VERDE VALLEY,1810003PD,3694.945968,476,26,3682.56
8733,2015,2010,PALO VERDE VALLEY,1810003PD,3882.14838,476,26,3836
8734,2025,2010,PALO VERDE VALLEY,1810003PD,3952.732896,476,26,3912.72
8735,2030,2010,PALO VERDE VALLEY,1810003PD,4225.864284,476,26,4219.6
8736,2035,2010,PALO VERDE VALLEY,1810003PD,4225.864284,476,26,4219.6
8737,2010,2010,JOSHUA TREE,Twentynine Palms Water District,102,476,0,102
8738,2015,2010,JOSHUA TREE,Twentynine Palms Water District,124,476,0,124
8739,2020,2010,JOSHUA TREE,Twentynine Palms Water District,138,476,0,138
8740,2025,2010,JOSHUA TREE,Twentynine Palms Water District,148,476,0,148
8741,2030,2010,JOSHUA TREE,Twentynine Palms Water District,158,476,0,158
8742,2035,2010,JOSHUA TREE,Twentynine Palms Water District,167,476,0,167
8743,2010,2010,JOSHUA TREE,1810035PD,2572,476,26,2558.75
8744,2015,2010,JOSHUA TREE,1810035PD,3677,476,26,3636.33
8745,2020,2010,JOSHUA TREE,1810035PD,4079,476,26,4039.73
8746,2025,2010,JOSHUA TREE,1810035PD,4377,476,26,4375.68
8747,2030,2010,JOSHUA TREE,1810035PD,4676,476,26,4642.36
8748,2035,2010,JOSHUA TREE,1810035PD,4952,476,26,4908.96
8749,2015,2010,GWB1805007,1805007PD,215.3983885,0,224,0
8750,2010,2010,GWR1803-5-22.08,1803033GW,14701.51218,0,26,0
8751,2020,2010,GWR1803-5-22.08,1803033GW,20041.23039,0,26,0
8752,2015,2010,GWR1803-5-22.08,1803033GW,20373.97541,0,26,0
8753,2025,2010,GWR1803-5-22.08,1803033GW,25151.26244,0,26,0
8754,2030,2010,GWR1803-5-22.08,1803033GW,25897.60766,0,26,0
8755,2035,2010,GWR1803-5-22.08,1803033GW,26851.46287,0,26,0
8756,2020,2010,GWR1803-5-27,1803071GW,186.7743635,0,399,0
8757,2010,2010,GWR1803-5-27,1803073GW,200.7356672,0,399,0
8758,2015,2010,GWR1803-5-27,1803073GW,205,0,399,0
8759,2020,2010,GWR1803-5-27,1803073GW,205,0,399,0
8760,2025,2010,GWR1803-5-27,1803073GW,205,0,399,0
8761,2030,2010,GWR1803-5-27,1803073GW,205,0,399,0
8762,2035,2010,GWR1803-5-27,1803073GW,205,0,399,0
8763,2025,2010,GWR1803-5-27,1803071GW,221.6768559,0,399,0
8764,2030,2010,GWR1803-5-27,1803071GW,242.2297443,0,399,0
8765,2035,2010,GWR1803-5-27,1803071GW,270.3958197,0,399,0
8766,2010,2010,GWR1803-5-27,1803071GW,370.4563107,0,399,0
8767,2020,2010,GWR1803-5-28,1803035GW,63.77213542,749,1095,0
8768,2025,2010,GWR1803-5-28,1803035GW,74.23048327,749,1095,0
8769,2030,2010,GWR1803-5-28,1803035GW,78.03771361,749,1095,0
8770,2035,2010,GWR1803-5-28,1803035GW,82.757287,749,1095,0
8771,2010,2010,GWR1803-5-28,1803035GW,124.8412698,749,1095,0
8772,2010,2010,GWR1805-2-09.01,1805001PD,9200,352,26,0
8773,2015,2010,GWR1805-2-09.01,1805001PD,9200,352,26,0
8774,2020,2010,GWR1805-2-09.01,1805001PD,9200,352,26,0
8775,2025,2010,GWR1805-2-09.01,1805001PD,9200,352,26,0
8776,2030,2010,GWR1805-2-09.01,1805001PD,9200,352,26,0
8777,2035,2010,GWR1805-2-09.01,1805001PD,9200,352,26,0
8778,2010,2010,GWR1805-2-09.01,Alameda County Water District,15700,318.2,0,0
8779,2015,2010,GWR1805-2-09.01,Alameda County Water District,16200,318.2,0,0
8780,2020,2010,GWR1805-2-09.01,Alameda County Water District,16200,318.2,0,0
8781,2025,2010,GWR1805-2-09.01,Alameda County Water District,16200,318.2,0,0
8782,2030,2010,GWR1805-2-09.01,Alameda County Water District,16200,318.2,0,0
8783,2035,2010,GWR1805-2-09.01,Alameda County Water District,16200,318.2,0,0
8784,2010,2010,GWR1805-2-35,Daly City City of,2204,318.2,0,0
8785,2020,2010,GWR1806-3-04.08,1806011GW,706.8299841,2421.5,0,0
8786,2025,2010,GWR1806-3-04.08,1806011GW,740.3500522,2421.5,0,0
8787,2030,2010,GWR1806-3-04.08,1806011GW,759.1385179,2421.5,0,0
8788,2035,2010,GWR1806-3-04.08,1806011GW,759.1385179,2421.5,0,0
8789,2015,2010,GWR1806-3-04.08,1806011GW,853.1766562,2421.5,0,0
8790,2010,2010,GWR1806-3-04.08,1806011GW,977.5941599,2421.5,0,0
8791,2015,2010,GWR1806-3-12,1806067GW,1991.506253,0,482.775,0
8792,2020,2010,GWR1806-3-12,1806067GW,2131.123815,0,494.55,0
8793,2035,2010,GWR1806-3-12,1806067GW,2160.582665,0,518.1,0
8794,2025,2010,GWR1806-3-12,1806067GW,2173.425956,0,506.325,0
8795,2030,2010,GWR1806-3-12,1806067GW,2178.086626,0,518.1,0
8796,2010,2010,GWR1806-3-12,1806067GW,2310.71916,0,471,0
8797,2035,2010,GWR1807-4-12,Burbank City of,100,163.1,0,0
8798,2030,2010,GWR1807-4-12,Burbank City of,200,163.1,0,0
8799,2025,2010,GWR1807-4-12,Burbank City of,300,163.1,0,0
8800,2020,2010,GWR1807-4-12,Burbank City of,500,163.1,0,0
8801,2010,2010,GWR1807-4-12,Burbank City of,2034,163.1,0,0
8802,2015,2010,GWR1807-4-12,Burbank City of,2100,163.1,0,0
8803,2010,2010,GWR1807-4-23,1807351GW,1022.352941,0,579,0
8804,2025,2010,GWR1807-4-23,1807351GW,1158.059333,0,579,0
8805,2015,2010,GWR1807-4-23,1807351GW,1178.079714,0,579,0
8806,2020,2010,GWR1807-4-23,1807351GW,1199.457651,0,579,0
8807,2030,2010,GWR1807-4-23,1807351GW,1292.504822,0,579,0
8808,2035,2010,GWR1807-4-23,1807351GW,1292.504822,0,579,0
8809,2020,2010,GWR1807-8-01,1807246GW,212478,0,579,0
8810,2025,2010,GWR1807-8-01,1807246GW,212478,0,579,0
8811,2030,2010,GWR1807-8-01,1807246GW,212478,0,579,0
8812,2035,2010,GWR1807-8-01,1807246GW,212478,0,579,0
