year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
2030,2015,XF_BYRON,1805001WPD,2000.0,73.3,44.0,0.0
2035,2015,XF_BYRON,1805001WPD,2000.0,73.3,44.0,0.0
2040,2015,XF_BYRON,1805001WPD,2000.0,73.3,44.0,0.0
2015,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2020,2015,1805001WPD,1805001WE,2000.0,318.2,,2000.0
2025,2015,1805001WPD,1805001WE,2000.0,318.2,,2000.0
2030,2015,1805001WPD,1805001WE,2000.0,318.2,,2000.0
2035,2015,1805001WPD,1805001WE,2000.0,318.2,,2000.0
2040,2015,1805001WPD,1805001WE,2000.0,318.2,,2000.0
2015,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,8000.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,8000.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,8000.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,1805001WPD,0.0,73.3,44.0,0.0
2020,2015,SW1805SWP08,1805001WPD,0.0,73.3,44.0,0.0
2025,2015,SW1805SWP08,1805001WPD,0.0,73.3,44.0,0.0
2030,2015,SW1805SWP08,1805001WPD,8000.0,73.3,44.0,0.0
2035,2015,SW1805SWP08,1805001WPD,8000.0,73.3,44.0,0.0
2040,2015,SW1805SWP08,1805001WPD,8000.0,73.3,44.0,0.0
2015,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2020,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2025,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2030,2015,1805001WPD,1805001WE,8000.0,318.2,,8000.0
2035,2015,1805001WPD,1805001WE,8000.0,318.2,,8000.0
2040,2015,1805001WPD,1805001WE,8000.0,318.2,,8000.0
2015,2015,0,SW1805SWP08,100.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,1805001WNPD,100.0,73.3,44.0,0.0
2020,2015,SW1805SWP08,1805001WNPD,0.0,73.3,44.0,0.0
2025,2015,SW1805SWP08,1805001WNPD,0.0,73.3,44.0,0.0
2030,2015,SW1805SWP08,1805001WNPD,0.0,73.3,44.0,0.0
2035,2015,SW1805SWP08,1805001WNPD,0.0,73.3,44.0,0.0
2040,2015,SW1805SWP08,1805001WNPD,0.0,73.3,44.0,0.0
2015,2015,1805001WNPD,1805001WE,100.0,318.2,,100.0
2020,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2025,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2030,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2035,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2040,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2015,2015,0,SW1805SWP08,16100.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,50000.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,50000.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,50000.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,50000.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,50000.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,1805001WNPD,16100.0,73.3,44.0,0.0
2020,2015,SW1805SWP08,1805001WNPD,50000.0,73.3,44.0,0.0
2025,2015,SW1805SWP08,1805001WNPD,50000.0,73.3,44.0,0.0
2030,2015,SW1805SWP08,1805001WNPD,50000.0,73.3,44.0,0.0
2035,2015,SW1805SWP08,1805001WNPD,50000.0,73.3,44.0,0.0
2040,2015,SW1805SWP08,1805001WNPD,50000.0,73.3,44.0,0.0
2015,2015,1805001WNPD,1805001WE,16100.0,318.2,,16100.0
2020,2015,1805001WNPD,1805001WE,50000.0,318.2,,50000.0
2025,2015,1805001WNPD,1805001WE,50000.0,318.2,,50000.0
2030,2015,1805001WNPD,1805001WE,50000.0,318.2,,50000.0
2035,2015,1805001WNPD,1805001WE,50000.0,318.2,,50000.0
2040,2015,1805001WNPD,1805001WE,50000.0,318.2,,50000.0
2015,2015,0,SW1805SWP08,280.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,145.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,145.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,0.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,SWP_YBACRD,280.0,73.3,0.0,0.0
2020,2015,SW1805SWP08,SWP_YBACRD,145.0,73.3,0.0,0.0
2025,2015,SW1805SWP08,SWP_YBACRD,145.0,73.3,0.0,0.0
2030,2015,SW1805SWP08,SWP_YBACRD,0.0,73.3,0.0,0.0
2035,2015,SW1805SWP08,SWP_YBACRD,0.0,73.3,0.0,0.0
2040,2015,SW1805SWP08,SWP_YBACRD,0.0,73.3,0.0,0.0
2015,2015,SWP_YBACRD,1805001WNPD,280.0,0.0,44.0,0.0
2020,2015,SWP_YBACRD,1805001WNPD,145.0,0.0,44.0,0.0
2025,2015,SWP_YBACRD,1805001WNPD,145.0,0.0,44.0,0.0
2030,2015,SWP_YBACRD,1805001WNPD,0.0,0.0,44.0,0.0
2035,2015,SWP_YBACRD,1805001WNPD,0.0,0.0,44.0,0.0
2040,2015,SWP_YBACRD,1805001WNPD,0.0,0.0,44.0,0.0
2015,2015,1805001WNPD,1805001WE,280.0,318.2,,280.0
2020,2015,1805001WNPD,1805001WE,145.0,318.2,,145.0
2025,2015,1805001WNPD,1805001WE,145.0,318.2,,145.0
2030,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2035,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2040,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2015,2015,0,SW1804SWP07,0.0,0.0,0.0,0.0
2020,2015,0,SW1804SWP07,0.0,0.0,0.0,0.0
2025,2015,0,SW1804SWP07,0.0,0.0,0.0,0.0
2030,2015,0,SW1804SWP07,0.0,0.0,0.0,0.0
2035,2015,0,SW1804SWP07,0.0,0.0,0.0,0.0
2040,2015,0,SW1804SWP07,0.0,0.0,0.0,0.0
2015,2015,SW1804SWP07,GWBCAWELO,0.0,843.0,0.0,0.0
2020,2015,SW1804SWP07,GWBCAWELO,0.0,843.0,0.0,0.0
2025,2015,SW1804SWP07,GWBCAWELO,0.0,843.0,0.0,0.0
2030,2015,SW1804SWP07,GWBCAWELO,0.0,843.0,0.0,0.0
2035,2015,SW1804SWP07,GWBCAWELO,0.0,843.0,0.0,0.0
2040,2015,SW1804SWP07,GWBCAWELO,0.0,843.0,0.0,0.0
2015,2015,GWBCAWELO,1805001WPD,0.0,352.0,3.0,0.0
2020,2015,GWBCAWELO,1805001WPD,0.0,352.0,3.0,0.0
2025,2015,GWBCAWELO,1805001WPD,0.0,352.0,3.0,0.0
2030,2015,GWBCAWELO,1805001WPD,0.0,352.0,3.0,0.0
2035,2015,GWBCAWELO,1805001WPD,0.0,352.0,3.0,0.0
2040,2015,GWBCAWELO,1805001WPD,0.0,352.0,3.0,0.0
2015,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2020,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2025,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2030,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2035,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2040,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2015,2015,0,GW1805-2-10 ,0.0,0.0,0.0,0.0
2020,2015,0,GW1805-2-10 ,9200.0,0.0,0.0,0.0
2025,2015,0,GW1805-2-10 ,9200.0,0.0,0.0,0.0
2030,2015,0,GW1805-2-10 ,9200.0,0.0,0.0,0.0
2035,2015,0,GW1805-2-10 ,9200.0,0.0,0.0,0.0
2040,2015,0,GW1805-2-10 ,9200.0,0.0,0.0,0.0
2015,2015,GW1805-2-10 ,1805001WPD,0.0,352.0,3.0,0.0
2020,2015,GW1805-2-10 ,1805001WPD,9200.0,352.0,3.0,0.0
2025,2015,GW1805-2-10 ,1805001WPD,9200.0,352.0,3.0,0.0
2030,2015,GW1805-2-10 ,1805001WPD,9200.0,352.0,3.0,0.0
2035,2015,GW1805-2-10 ,1805001WPD,9200.0,352.0,3.0,0.0
2040,2015,GW1805-2-10 ,1805001WPD,9200.0,352.0,3.0,0.0
2015,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2020,2015,1805001WPD,1805001WE,9200.0,318.2,,9200.0
2025,2015,1805001WPD,1805001WE,9200.0,318.2,,9200.0
2030,2015,1805001WPD,1805001WE,9200.0,318.2,,9200.0
2035,2015,1805001WPD,1805001WE,9200.0,318.2,,9200.0
2040,2015,1805001WPD,1805001WE,9200.0,318.2,,9200.0
2015,2015,0,XF1805001,17460.0,0.0,0.0,0.0
2020,2015,0,XF1805001,0.0,0.0,0.0,0.0
2025,2015,0,XF1805001,0.0,0.0,0.0,0.0
2030,2015,0,XF1805001,0.0,0.0,0.0,0.0
2035,2015,0,XF1805001,0.0,0.0,0.0,0.0
2040,2015,0,XF1805001,0.0,0.0,0.0,0.0
2015,2015,XF1805001,1805001WNPD,17460.0,10.0,44.0,0.0
2020,2015,XF1805001,1805001WNPD,0.0,10.0,44.0,0.0
2025,2015,XF1805001,1805001WNPD,0.0,10.0,44.0,0.0
2030,2015,XF1805001,1805001WNPD,0.0,10.0,44.0,0.0
2035,2015,XF1805001,1805001WNPD,0.0,10.0,44.0,0.0
2040,2015,XF1805001,1805001WNPD,0.0,10.0,44.0,0.0
2015,2015,1805001WNPD,1805001WE,17460.0,318.2,,17460.0
2020,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2025,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2030,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2035,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2040,2015,1805001WNPD,1805001WE,0.0,318.2,,0.0
2015,2015,0,GWBSMTRPC,0.0,0.0,0.0,0.0
2020,2015,0,GWBSMTRPC,0.0,0.0,0.0,0.0
2025,2015,0,GWBSMTRPC,0.0,0.0,0.0,0.0
2030,2015,0,GWBSMTRPC,0.0,0.0,0.0,0.0
2035,2015,0,GWBSMTRPC,0.0,0.0,0.0,0.0
2040,2015,0,GWBSMTRPC,0.0,0.0,0.0,0.0
2015,2015,GWBSMTRPC,1805001WPD,0.0,335.0,3.0,0.0
2020,2015,GWBSMTRPC,1805001WPD,0.0,335.0,3.0,0.0
2025,2015,GWBSMTRPC,1805001WPD,0.0,335.0,3.0,0.0
2030,2015,GWBSMTRPC,1805001WPD,0.0,335.0,3.0,0.0
2035,2015,GWBSMTRPC,1805001WPD,0.0,335.0,3.0,0.0
2040,2015,GWBSMTRPC,1805001WPD,0.0,335.0,3.0,0.0
2015,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2020,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2025,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2030,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2035,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2040,2015,1805001WPD,1805001WE,0.0,318.2,,0.0
2015,2015,0,SW1805SWP08,9100.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,10000.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,10000.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,10000.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,10000.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,10000.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,1805001WNPD,9100.0,73.3,44.0,0.0
2020,2015,SW1805SWP08,1805001WNPD,10000.0,73.3,44.0,0.0
2025,2015,SW1805SWP08,1805001WNPD,10000.0,73.3,44.0,0.0
2030,2015,SW1805SWP08,1805001WNPD,10000.0,73.3,44.0,0.0
2035,2015,SW1805SWP08,1805001WNPD,10000.0,73.3,44.0,0.0
2040,2015,SW1805SWP08,1805001WNPD,10000.0,73.3,44.0,0.0
2015,2015,1805001WNPD,1805001WE,9100.0,318.2,,9100.0
2020,2015,1805001WNPD,1805001WE,10000.0,318.2,,10000.0
2025,2015,1805001WNPD,1805001WE,10000.0,318.2,,10000.0
2030,2015,1805001WNPD,1805001WE,10000.0,318.2,,10000.0
2035,2015,1805001WNPD,1805001WE,10000.0,318.2,,10000.0
2040,2015,1805001WNPD,1805001WE,10000.0,318.2,,10000.0
2015,2015,0,RES_DELVALL,2860.0,0.0,0.0,0.0
2020,2015,0,RES_DELVALL,7300.0,0.0,0.0,0.0
2025,2015,0,RES_DELVALL,7300.0,0.0,0.0,0.0
2030,2015,0,RES_DELVALL,10300.0,0.0,0.0,0.0
2035,2015,0,RES_DELVALL,10300.0,0.0,0.0,0.0
2040,2015,0,RES_DELVALL,10300.0,0.0,0.0,0.0
2015,2015,RES_DELVALL,1805001WNPD,2860.0,24.6696371,44.0,0.0
2020,2015,RES_DELVALL,1805001WNPD,7300.0,24.6696371,44.0,0.0
2025,2015,RES_DELVALL,1805001WNPD,7300.0,24.6696371,44.0,0.0
2030,2015,RES_DELVALL,1805001WNPD,10300.0,24.6696371,44.0,0.0
2035,2015,RES_DELVALL,1805001WNPD,10300.0,24.6696371,44.0,0.0
2040,2015,RES_DELVALL,1805001WNPD,10300.0,24.6696371,44.0,0.0
2015,2015,1805001WNPD,1805001WE,2860.0,318.2,,2860.0
2020,2015,1805001WNPD,1805001WE,7300.0,318.2,,7300.0
2025,2015,1805001WNPD,1805001WE,7300.0,318.2,,7300.0
2030,2015,1805001WNPD,1805001WE,10300.0,318.2,,10300.0
2035,2015,1805001WNPD,1805001WE,10300.0,318.2,,10300.0
2040,2015,1805001WNPD,1805001WE,10300.0,318.2,,10300.0
2015,2015,0,GW1805-2-09.01 ,8228.0,0.0,0.0,0.0
2020,2015,0,GW1805-2-09.01 ,5100.0,0.0,0.0,0.0
2025,2015,0,GW1805-2-09.01 ,5100.0,0.0,0.0,0.0
2030,2015,0,GW1805-2-09.01 ,5100.0,0.0,0.0,0.0
2035,2015,0,GW1805-2-09.01 ,5100.0,0.0,0.0,0.0
2040,2015,0,GW1805-2-09.01 ,5100.0,0.0,0.0,0.0
2015,2015,GW1805-2-09.01 ,1805003PD,8228.0,352.0,404.085,0.0
2020,2015,GW1805-2-09.01 ,1805003PD,5100.0,352.0,404.085,0.0
2025,2015,GW1805-2-09.01 ,1805003PD,5100.0,352.0,404.085,0.0
2030,2015,GW1805-2-09.01 ,1805003PD,5100.0,352.0,404.085,0.0
2035,2015,GW1805-2-09.01 ,1805003PD,5100.0,352.0,404.085,0.0
2040,2015,GW1805-2-09.01 ,1805003PD,5100.0,352.0,404.085,0.0
2015,2015,1805003PD,1805003E,8228.0,318.2,,8228.0
2020,2015,1805003PD,1805003E,5100.0,318.2,,5100.0
2025,2015,1805003PD,1805003E,5100.0,318.2,,5100.0
2030,2015,1805003PD,1805003E,5100.0,318.2,,5100.0
2035,2015,1805003PD,1805003E,5100.0,318.2,,5100.0
2040,2015,1805003PD,1805003E,5100.0,318.2,,5100.0
2015,2015,0,GW1805-2-09.01 ,4200.0,0.0,0.0,0.0
2020,2015,0,GW1805-2-09.01 ,0.0,0.0,0.0,0.0
2025,2015,0,GW1805-2-09.01 ,0.0,0.0,0.0,0.0
2030,2015,0,GW1805-2-09.01 ,200.0,0.0,0.0,0.0
2035,2015,0,GW1805-2-09.01 ,700.0,0.0,0.0,0.0
2040,2015,0,GW1805-2-09.01 ,1100.0,0.0,0.0,0.0
2015,2015,GW1805-2-09.01 ,1805003PD,4200.0,352.0,404.085,0.0
2020,2015,GW1805-2-09.01 ,1805003PD,0.0,352.0,404.085,0.0
2025,2015,GW1805-2-09.01 ,1805003PD,0.0,352.0,404.085,0.0
2030,2015,GW1805-2-09.01 ,1805003PD,200.0,352.0,404.085,0.0
2035,2015,GW1805-2-09.01 ,1805003PD,700.0,352.0,404.085,0.0
2040,2015,GW1805-2-09.01 ,1805003PD,1100.0,352.0,404.085,0.0
2015,2015,1805003PD,1805003E,4200.0,318.2,,4200.0
2020,2015,1805003PD,1805003E,0.0,318.2,,0.0
2025,2015,1805003PD,1805003E,0.0,318.2,,0.0
2030,2015,1805003PD,1805003E,200.0,318.2,,200.0
2035,2015,1805003PD,1805003E,700.0,318.2,,700.0
2040,2015,1805003PD,1805003E,1100.0,318.2,,1100.0
2015,2015,0,SW1805SWP08,14200.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,24200.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,23900.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,23400.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,22600.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,23000.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,GWR1805-2-09.01 ,14200.0,73.3,352.0,0.0
2020,2015,SW1805SWP08,GWR1805-2-09.01 ,24200.0,73.3,352.0,0.0
2025,2015,SW1805SWP08,GWR1805-2-09.01 ,23900.0,73.3,352.0,0.0
2030,2015,SW1805SWP08,GWR1805-2-09.01 ,23400.0,73.3,352.0,0.0
2035,2015,SW1805SWP08,GWR1805-2-09.01 ,22600.0,73.3,352.0,0.0
2040,2015,SW1805SWP08,GWR1805-2-09.01 ,23000.0,73.3,352.0,0.0
2015,2015,GWR1805-2-09.01 ,1805003E,14200.0,318.2,,14200.0
2020,2015,GWR1805-2-09.01 ,1805003E,24200.0,318.2,,24200.0
2025,2015,GWR1805-2-09.01 ,1805003E,23900.0,318.2,,23900.0
2030,2015,GWR1805-2-09.01 ,1805003E,23400.0,318.2,,23400.0
2035,2015,GWR1805-2-09.01 ,1805003E,22600.0,318.2,,22600.0
2040,2015,GWR1805-2-09.01 ,1805003E,23000.0,318.2,,23000.0
2015,2015,0,SW1805081EB,6567.0,0.0,0.0,0.0
2020,2015,0,SW1805081EB,15400.0,0.0,0.0,0.0
2025,2015,0,SW1805081EB,15400.0,0.0,0.0,0.0
2030,2015,0,SW1805081EB,15400.0,0.0,0.0,0.0
2035,2015,0,SW1805081EB,15400.0,0.0,0.0,0.0
2040,2015,0,SW1805081EB,15400.0,0.0,0.0,0.0
2015,2015,SW1805081EB,1805003PD,6567.0,0.0,3.0,0.0
2020,2015,SW1805081EB,1805003PD,15400.0,0.0,3.0,0.0
2025,2015,SW1805081EB,1805003PD,15400.0,0.0,3.0,0.0
2030,2015,SW1805081EB,1805003PD,15400.0,0.0,3.0,0.0
2035,2015,SW1805081EB,1805003PD,15400.0,0.0,3.0,0.0
2040,2015,SW1805081EB,1805003PD,15400.0,0.0,3.0,0.0
2015,2015,1805003PD,1805003E,6567.0,318.2,,6567.0
2020,2015,1805003PD,1805003E,15400.0,318.2,,15400.0
2025,2015,1805003PD,1805003E,15400.0,318.2,,15400.0
2030,2015,1805003PD,1805003E,15400.0,318.2,,15400.0
2035,2015,1805003PD,1805003E,15400.0,318.2,,15400.0
2040,2015,1805003PD,1805003E,15400.0,318.2,,15400.0
2015,2015,0,SW1805SWP08,14798.0,0.0,0.0,0.0
2020,2015,0,SW1805SWP08,27500.0,0.0,0.0,0.0
2025,2015,0,SW1805SWP08,27500.0,0.0,0.0,0.0
2030,2015,0,SW1805SWP08,27500.0,0.0,0.0,0.0
2035,2015,0,SW1805SWP08,27500.0,0.0,0.0,0.0
2040,2015,0,SW1805SWP08,27500.0,0.0,0.0,0.0
2015,2015,SW1805SWP08,1805003PD,14798.0,73.3,44.0,0.0
2020,2015,SW1805SWP08,1805003PD,27500.0,73.3,44.0,0.0
2025,2015,SW1805SWP08,1805003PD,27500.0,73.3,44.0,0.0
2030,2015,SW1805SWP08,1805003PD,27500.0,73.3,44.0,0.0
2035,2015,SW1805SWP08,1805003PD,27500.0,73.3,44.0,0.0
2040,2015,SW1805SWP08,1805003PD,27500.0,73.3,44.0,0.0
2015,2015,1805003PD,1805003E,14798.0,318.2,,14798.0
2020,2015,1805003PD,1805003E,27500.0,318.2,,27500.0
2025,2015,1805003PD,1805003E,27500.0,318.2,,27500.0
2030,2015,1805003PD,1805003E,27500.0,318.2,,27500.0
2035,2015,1805003PD,1805003E,27500.0,318.2,,27500.0
2040,2015,1805003PD,1805003E,27500.0,318.2,,27500.0
2015,2015,0,WW_1805_50,3065.0,0.0,0.0,0.0
2020,2015,0,WW_1805_50,3000.0,0.0,0.0,0.0
2025,2015,0,WW_1805_50,3000.0,0.0,0.0,0.0
2030,2015,0,WW_1805_50,3000.0,0.0,0.0,0.0
2035,2015,0,WW_1805_50,3000.0,0.0,0.0,0.0
2040,2015,0,WW_1805_50,3000.0,0.0,0.0,0.0
2015,2015,WW_1805_50,1805003SREC,3065.0,10.0,0.0,0.0
2020,2015,WW_1805_50,1805003SREC,3000.0,10.0,0.0,0.0
2025,2015,WW_1805_50,1805003SREC,3000.0,10.0,0.0,0.0
2030,2015,WW_1805_50,1805003SREC,3000.0,10.0,0.0,0.0
2035,2015,WW_1805_50,1805003SREC,3000.0,10.0,0.0,0.0
